ROUTES 100
TRUCK 1
480 PICKUP_CONTAINER 777
104 DROP_CONTAINER 777
24 PICKUP_CONTAINER 541
116 DROP_CONTAINER_TRAILER 541
6 STOP
#
TRUCK 70
111 PICKUP_CONTAINER_TRAILER 816
62 DROP_CONTAINER 816
105 PICKUP_CONTAINER 607
412 DROP_CONTAINER 607
170 PICKUP_CONTAINER 238
217 DROP_CONTAINER_TRAILER 238
494 PICKUP_CONTAINER_TRAILER 504
494 PICKUP_CONTAINER 16
306 DROP_CONTAINER 16
136 DROP_CONTAINER_TRAILER 504
312 PICKUP_CONTAINER_TRAILER 435
237 DROP_CONTAINER 435
34 PICKUP_CONTAINER 177
229 DROP_CONTAINER_TRAILER 177
215 PICKUP_CONTAINER_TRAILER 231
234 PICKUP_CONTAINER 409
377 DROP_CONTAINER 409
251 DROP_CONTAINER_TRAILER 231
105 PICKUP_CONTAINER_TRAILER 401
206 DROP_CONTAINER_TRAILER 401
3 STOP
#
TRUCK 71
255 PICKUP_CONTAINER_TRAILER 596
498 DROP_CONTAINER 596
273 PICKUP_CONTAINER 597
170 DROP_CONTAINER 597
414 PICKUP_CONTAINER 465
207 DROP_CONTAINER 465
256 PICKUP_CONTAINER 742
159 DROP_CONTAINER 742
372 PICKUP_CONTAINER 224
214 DROP_CONTAINER 224
27 PICKUP_CONTAINER 319
341 DROP_CONTAINER 319
168 PICKUP_CONTAINER 334
7 DROP_CONTAINER 334
478 PICKUP_CONTAINER 285
181 DROP_CONTAINER_TRAILER 285
361 PICKUP_CONTAINER_TRAILER 375
113 PICKUP_CONTAINER 509
78 DROP_CONTAINER 509
78 DROP_CONTAINER_TRAILER 375
2 STOP
#
TRUCK 72
426 PICKUP_CONTAINER_TRAILER 494
56 DROP_CONTAINER_TRAILER 494
1 PICKUP_TRAILER
144 PICKUP_CONTAINER 497
299 DROP_CONTAINER_TRAILER 497
326 PICKUP_CONTAINER_TRAILER 79
273 DROP_CONTAINER 79
36 PICKUP_CONTAINER 329
206 DROP_CONTAINER 329
85 PICKUP_CONTAINER 747
34 DROP_CONTAINER_TRAILER 747
134 PICKUP_CONTAINER_TRAILER 101
254 PICKUP_CONTAINER 269
414 DROP_CONTAINER 101
249 DROP_CONTAINER_TRAILER 269
5 STOP
#
TRUCK 73
227 PICKUP_CONTAINER_TRAILER 752
74 DROP_CONTAINER 752
442 PICKUP_CONTAINER 649
454 DROP_CONTAINER 649
474 PICKUP_CONTAINER 537
246 DROP_CONTAINER_TRAILER 537
88 PICKUP_CONTAINER_TRAILER 430
286 DROP_CONTAINER_TRAILER 430
22 PICKUP_CONTAINER_TRAILER 262
447 DROP_CONTAINER 262
271 PICKUP_CONTAINER 758
295 DROP_CONTAINER 758
191 PICKUP_CONTAINER 637
27 DROP_CONTAINER_TRAILER 637
4 STOP
#
TRUCK 74
183 PICKUP_CONTAINER_TRAILER 885
350 PICKUP_CONTAINER 457
427 DROP_CONTAINER 885
153 DROP_CONTAINER_TRAILER 457
215 PICKUP_CONTAINER_TRAILER 327
478 DROP_CONTAINER 327
302 PICKUP_CONTAINER 650
138 DROP_CONTAINER_TRAILER 650
84 PICKUP_CONTAINER_TRAILER 679
348 DROP_CONTAINER_TRAILER 679
43 PICKUP_CONTAINER_TRAILER 52
146 PICKUP_CONTAINER 918
392 DROP_CONTAINER 52
406 DROP_CONTAINER 918
402 PICKUP_CONTAINER 960
399 DROP_CONTAINER 960
416 PICKUP_CONTAINER 425
32 DROP_CONTAINER_TRAILER 425
341 PICKUP_CONTAINER_TRAILER 168
24 DROP_CONTAINER_TRAILER 168
6 STOP
#
TRUCK 75
436 PICKUP_CONTAINER_TRAILER 311
26 DROP_CONTAINER_TRAILER 311
26 PICKUP_CONTAINER_TRAILER 809
412 DROP_CONTAINER_TRAILER 809
218 PICKUP_CONTAINER_TRAILER 808
272 PICKUP_CONTAINER 374
302 DROP_CONTAINER 374
189 DROP_CONTAINER_TRAILER 808
314 PICKUP_CONTAINER_TRAILER 612
37 PICKUP_CONTAINER 485
15 DROP_CONTAINER 612
350 DROP_CONTAINER_TRAILER 485
31 PICKUP_CONTAINER_TRAILER 988
20 DROP_CONTAINER 988
404 PICKUP_CONTAINER 480
30 DROP_CONTAINER_TRAILER 480
239 PICKUP_CONTAINER_TRAILER 130
487 DROP_CONTAINER_TRAILER 130
4 STOP
#
TRUCK 76
389 PICKUP_CONTAINER_TRAILER 323
214 DROP_CONTAINER_TRAILER 323
27 PICKUP_CONTAINER_TRAILER 305
476 PICKUP_CONTAINER 991
364 DROP_CONTAINER 991
15 DROP_CONTAINER_TRAILER 305
468 PICKUP_CONTAINER_TRAILER 904
371 DROP_CONTAINER 904
105 PICKUP_CONTAINER 568
159 PICKUP_CONTAINER 932
377 DROP_CONTAINER 568
387 DROP_CONTAINER_TRAILER 932
211 PICKUP_CONTAINER_TRAILER 606
109 DROP_CONTAINER 606
54 PICKUP_CONTAINER 362
16 PICKUP_CONTAINER 132
149 DROP_CONTAINER 362
280 DROP_CONTAINER_TRAILER 132
144 PICKUP_CONTAINER_TRAILER 794
312 DROP_CONTAINER 794
205 PICKUP_CONTAINER 703
319 DROP_CONTAINER_TRAILER 703
4 STOP
#
TRUCK 77
459 PICKUP_CONTAINER_TRAILER 232
162 DROP_CONTAINER 232
81 PICKUP_CONTAINER 434
351 DROP_CONTAINER 434
475 PICKUP_CONTAINER 13
295 DROP_CONTAINER_TRAILER 13
143 PICKUP_CONTAINER_TRAILER 914
288 DROP_CONTAINER_TRAILER 914
89 PICKUP_CONTAINER_TRAILER 813
330 DROP_CONTAINER_TRAILER 813
199 PICKUP_CONTAINER_TRAILER 363
492 PICKUP_CONTAINER 618
185 DROP_CONTAINER 618
133 DROP_CONTAINER_TRAILER 363
153 PICKUP_CONTAINER_TRAILER 75
290 DROP_CONTAINER 75
408 PICKUP_CONTAINER 36
457 DROP_CONTAINER 36
1 DROP_TRAILER
254 PICKUP_CONTAINER_TRAILER 773
236 DROP_CONTAINER_TRAILER 773
6 STOP
#
TRUCK 78
207 PICKUP_CONTAINER_TRAILER 394
379 DROP_CONTAINER 394
30 PICKUP_CONTAINER 20
237 DROP_CONTAINER_TRAILER 20
79 PICKUP_CONTAINER_TRAILER 697
23 DROP_CONTAINER 697
138 PICKUP_CONTAINER 164
394 PICKUP_CONTAINER 395
452 DROP_CONTAINER 164
296 DROP_CONTAINER 395
306 PICKUP_CONTAINER 445
106 DROP_CONTAINER 445
431 PICKUP_CONTAINER 961
411 DROP_CONTAINER 961
289 PICKUP_CONTAINER 950
28 DROP_CONTAINER 950
212 PICKUP_CONTAINER 806
78 DROP_CONTAINER_TRAILER 806
131 PICKUP_CONTAINER_TRAILER 765
226 DROP_CONTAINER 765
1 DROP_TRAILER
6 STOP
#
TRUCK 79
117 PICKUP_CONTAINER_TRAILER 160
398 DROP_CONTAINER 160
255 PICKUP_CONTAINER 712
490 DROP_CONTAINER 712
196 PICKUP_CONTAINER 651
169 DROP_CONTAINER_TRAILER 651
172 PICKUP_CONTAINER_TRAILER 264
415 PICKUP_CONTAINER 836
346 DROP_CONTAINER 264
300 DROP_CONTAINER_TRAILER 836
492 PICKUP_CONTAINER_TRAILER 217
58 DROP_CONTAINER_TRAILER 217
86 PICKUP_CONTAINER_TRAILER 449
115 DROP_CONTAINER 449
127 PICKUP_CONTAINER 996
252 DROP_CONTAINER_TRAILER 996
6 STOP
#
TRUCK 80
293 PICKUP_CONTAINER_TRAILER 707
129 DROP_CONTAINER_TRAILER 707
434 PICKUP_CONTAINER_TRAILER 693
395 DROP_CONTAINER_TRAILER 693
176 PICKUP_CONTAINER_TRAILER 451
254 DROP_CONTAINER 451
454 PICKUP_CONTAINER 469
456 DROP_CONTAINER 469
291 PICKUP_CONTAINER 851
28 DROP_CONTAINER 851
423 PICKUP_CONTAINER 510
253 DROP_CONTAINER_TRAILER 510
2 STOP
#
TRUCK 81
280 PICKUP_CONTAINER_TRAILER 214
69 PICKUP_CONTAINER 859
14 DROP_CONTAINER 214
449 DROP_CONTAINER_TRAILER 859
466 PICKUP_CONTAINER_TRAILER 220
355 PICKUP_CONTAINER 729
354 DROP_CONTAINER 729
361 DROP_CONTAINER_TRAILER 220
466 PICKUP_CONTAINER_TRAILER 521
364 DROP_CONTAINER 521
70 PICKUP_CONTAINER 156
245 DROP_CONTAINER_TRAILER 156
190 PICKUP_CONTAINER_TRAILER 337
153 DROP_CONTAINER 337
52 PICKUP_CONTAINER 792
401 DROP_CONTAINER 792
158 PICKUP_CONTAINER 927
381 DROP_CONTAINER 927
85 PICKUP_CONTAINER 548
149 DROP_CONTAINER_TRAILER 548
3 STOP
#
TRUCK 82
409 PICKUP_CONTAINER_TRAILER 667
240 DROP_CONTAINER_TRAILER 667
432 PICKUP_CONTAINER_TRAILER 781
215 PICKUP_CONTAINER 923
219 DROP_CONTAINER 781
497 DROP_CONTAINER 923
45 PICKUP_CONTAINER 646
90 DROP_CONTAINER_TRAILER 646
262 PICKUP_CONTAINER_TRAILER 840
309 DROP_CONTAINER 840
482 PICKUP_CONTAINER 440
43 DROP_CONTAINER 440
43 PICKUP_CONTAINER 145
410 DROP_CONTAINER 145
393 PICKUP_CONTAINER 592
149 DROP_CONTAINER_TRAILER 592
3 STOP
#
TRUCK 83
105 PICKUP_CONTAINER_TRAILER 772
477 DROP_CONTAINER 772
203 PICKUP_CONTAINER 189
21 DROP_CONTAINER_TRAILER 189
56 PICKUP_CONTAINER_TRAILER 103
165 DROP_CONTAINER 103
138 PICKUP_CONTAINER 187
403 DROP_CONTAINER 187
89 PICKUP_CONTAINER 797
280 DROP_CONTAINER 797
206 PICKUP_CONTAINER 98
100 PICKUP_CONTAINER 908
393 DROP_CONTAINER 98
461 DROP_CONTAINER 908
397 PICKUP_CONTAINER 33
269 DROP_CONTAINER 33
31 PICKUP_CONTAINER 472
459 DROP_CONTAINER_TRAILER 472
34 PICKUP_CONTAINER_TRAILER 277
164 DROP_CONTAINER_TRAILER 277
6 STOP
#
TRUCK 84
336 PICKUP_CONTAINER_TRAILER 749
67 DROP_CONTAINER_TRAILER 749
373 PICKUP_CONTAINER_TRAILER 589
20 PICKUP_CONTAINER 540
215 DROP_CONTAINER 589
219 DROP_CONTAINER 540
34 PICKUP_CONTAINER 968
395 DROP_CONTAINER 968
264 PICKUP_CONTAINER 595
460 PICKUP_CONTAINER 603
337 DROP_CONTAINER 595
459 DROP_CONTAINER_TRAILER 603
71 PICKUP_CONTAINER_TRAILER 42
18 DROP_CONTAINER 42
236 PICKUP_CONTAINER 420
95 DROP_CONTAINER 420
43 PICKUP_CONTAINER 89
22 DROP_CONTAINER 89
399 PICKUP_CONTAINER 636
33 DROP_CONTAINER 636
317 PICKUP_CONTAINER 150
228 DROP_CONTAINER_TRAILER 150
6 STOP
#
TRUCK 85
339 PICKUP_CONTAINER_TRAILER 593
83 DROP_CONTAINER_TRAILER 593
475 PICKUP_CONTAINER_TRAILER 575
482 DROP_CONTAINER_TRAILER 575
283 PICKUP_CONTAINER_TRAILER 546
239 DROP_CONTAINER_TRAILER 546
230 PICKUP_CONTAINER_TRAILER 330
271 DROP_CONTAINER_TRAILER 330
303 PICKUP_CONTAINER_TRAILER 126
376 PICKUP_CONTAINER 657
175 DROP_CONTAINER 657
428 DROP_CONTAINER_TRAILER 126
353 PICKUP_CONTAINER_TRAILER 759
217 DROP_CONTAINER_TRAILER 759
484 PICKUP_CONTAINER_TRAILER 746
86 DROP_CONTAINER_TRAILER 746
86 PICKUP_CONTAINER_TRAILER 2
452 DROP_CONTAINER_TRAILER 2
40 PICKUP_CONTAINER_TRAILER 608
88 DROP_CONTAINER_TRAILER 608
5 STOP
#
TRUCK 86
87 PICKUP_CONTAINER_TRAILER 256
284 PICKUP_CONTAINER 850
350 DROP_CONTAINER 256
61 DROP_CONTAINER_TRAILER 850
61 PICKUP_CONTAINER_TRAILER 780
263 DROP_CONTAINER_TRAILER 780
327 PICKUP_CONTAINER_TRAILER 481
204 DROP_CONTAINER_TRAILER 481
147 PICKUP_CONTAINER_TRAILER 571
160 DROP_CONTAINER_TRAILER 571
258 PICKUP_CONTAINER_TRAILER 184
171 DROP_CONTAINER_TRAILER 184
64 PICKUP_CONTAINER_TRAILER 972
148 PICKUP_CONTAINER 953
266 DROP_CONTAINER 972
266 DROP_CONTAINER_TRAILER 953
409 PICKUP_CONTAINER_TRAILER 406
437 DROP_CONTAINER_TRAILER 406
184 PICKUP_CONTAINER_TRAILER 369
381 DROP_CONTAINER_TRAILER 369
5 STOP
#
TRUCK 87
37 PICKUP_CONTAINER_TRAILER 782
320 PICKUP_CONTAINER 29
86 DROP_CONTAINER 29
86 DROP_CONTAINER_TRAILER 782
239 PICKUP_CONTAINER_TRAILER 176
242 DROP_CONTAINER 176
100 PICKUP_CONTAINER 295
117 DROP_CONTAINER 295
17 PICKUP_CONTAINER 770
407 DROP_CONTAINER_TRAILER 770
382 PICKUP_CONTAINER_TRAILER 585
369 DROP_CONTAINER_TRAILER 585
305 PICKUP_CONTAINER_TRAILER 339
424 DROP_CONTAINER_TRAILER 339
163 PICKUP_CONTAINER_TRAILER 26
416 DROP_CONTAINER 26
295 PICKUP_CONTAINER 117
354 DROP_CONTAINER_TRAILER 117
3 STOP
#
TRUCK 88
114 PICKUP_CONTAINER_TRAILER 826
298 DROP_CONTAINER_TRAILER 826
476 PICKUP_CONTAINER_TRAILER 8
323 DROP_CONTAINER_TRAILER 8
97 PICKUP_CONTAINER_TRAILER 678
217 DROP_CONTAINER_TRAILER 678
237 PICKUP_CONTAINER_TRAILER 477
411 DROP_CONTAINER_TRAILER 477
423 PICKUP_CONTAINER_TRAILER 620
264 PICKUP_CONTAINER 873
406 DROP_CONTAINER 620
402 DROP_CONTAINER_TRAILER 873
430 PICKUP_CONTAINER_TRAILER 767
338 PICKUP_CONTAINER 613
437 DROP_CONTAINER 767
145 DROP_CONTAINER_TRAILER 613
168 PICKUP_CONTAINER_TRAILER 22
498 DROP_CONTAINER_TRAILER 22
404 PICKUP_CONTAINER_TRAILER 902
498 PICKUP_CONTAINER 355
299 DROP_CONTAINER 902
125 DROP_CONTAINER 355
123 PICKUP_CONTAINER 831
370 DROP_CONTAINER_TRAILER 831
213 PICKUP_CONTAINER_TRAILER 756
40 DROP_CONTAINER_TRAILER 756
5 STOP
#
TRUCK 89
251 PICKUP_CONTAINER_TRAILER 545
61 PICKUP_CONTAINER 492
378 DROP_CONTAINER 545
294 DROP_CONTAINER_TRAILER 492
299 PICKUP_CONTAINER_TRAILER 591
195 DROP_CONTAINER 591
462 PICKUP_CONTAINER 970
85 DROP_CONTAINER_TRAILER 970
55 PICKUP_CONTAINER_TRAILER 54
10 PICKUP_CONTAINER 716
224 DROP_CONTAINER 54
127 DROP_CONTAINER_TRAILER 716
90 PICKUP_CONTAINER_TRAILER 141
42 PICKUP_CONTAINER 240
58 DROP_CONTAINER 240
111 DROP_CONTAINER_TRAILER 141
107 PICKUP_CONTAINER_TRAILER 182
104 DROP_CONTAINER 182
90 PICKUP_CONTAINER 318
286 DROP_CONTAINER 318
351 PICKUP_CONTAINER 912
316 DROP_CONTAINER_TRAILER 912
5 STOP
#
TRUCK 90
304 PICKUP_CONTAINER_TRAILER 487
144 DROP_CONTAINER_TRAILER 487
425 PICKUP_CONTAINER_TRAILER 308
136 DROP_CONTAINER 308
248 PICKUP_CONTAINER 823
198 DROP_CONTAINER 823
214 PICKUP_CONTAINER 854
344 DROP_CONTAINER 854
94 PICKUP_CONTAINER 152
46 DROP_CONTAINER 152
78 PICKUP_CONTAINER 730
483 PICKUP_CONTAINER 80
65 DROP_CONTAINER 730
86 DROP_CONTAINER_TRAILER 80
364 PICKUP_CONTAINER_TRAILER 1
384 DROP_CONTAINER_TRAILER 1
56 PICKUP_CONTAINER_TRAILER 858
476 PICKUP_CONTAINER 422
40 DROP_CONTAINER 858
113 DROP_CONTAINER_TRAILER 422
2 STOP
#
TRUCK 91
491 PICKUP_CONTAINER_TRAILER 616
188 DROP_CONTAINER_TRAILER 616
406 PICKUP_CONTAINER_TRAILER 495
25 PICKUP_CONTAINER 839
37 DROP_CONTAINER 495
382 DROP_CONTAINER_TRAILER 839
37 PICKUP_CONTAINER_TRAILER 338
470 PICKUP_CONTAINER 946
46 DROP_CONTAINER 338
153 DROP_CONTAINER_TRAILER 946
153 PICKUP_CONTAINER_TRAILER 623
58 DROP_CONTAINER_TRAILER 623
95 PICKUP_CONTAINER_TRAILER 564
265 DROP_CONTAINER_TRAILER 564
395 PICKUP_CONTAINER_TRAILER 432
464 DROP_CONTAINER_TRAILER 432
199 PICKUP_CONTAINER_TRAILER 326
302 DROP_CONTAINER_TRAILER 326
369 PICKUP_CONTAINER_TRAILER 929
434 PICKUP_CONTAINER 463
133 DROP_CONTAINER 929
393 DROP_CONTAINER_TRAILER 463
293 PICKUP_CONTAINER_TRAILER 274
374 DROP_CONTAINER_TRAILER 274
4 STOP
#
TRUCK 92
25 PICKUP_CONTAINER_TRAILER 493
21 PICKUP_CONTAINER 557
296 DROP_CONTAINER 557
262 DROP_CONTAINER_TRAILER 493
407 PICKUP_CONTAINER_TRAILER 841
351 PICKUP_CONTAINER 633
319 DROP_CONTAINER 841
377 DROP_CONTAINER 633
461 PICKUP_CONTAINER 453
22 DROP_CONTAINER 453
147 PICKUP_CONTAINER 87
142 DROP_CONTAINER 87
465 PICKUP_CONTAINER 877
40 DROP_CONTAINER_TRAILER 877
381 PICKUP_CONTAINER_TRAILER 609
321 DROP_CONTAINER_TRAILER 609
6 STOP
#
TRUCK 93
266 PICKUP_CONTAINER_TRAILER 392
36 DROP_CONTAINER 392
25 PICKUP_CONTAINER 281
162 DROP_CONTAINER 281
368 PICKUP_CONTAINER 771
396 DROP_CONTAINER_TRAILER 771
263 PICKUP_CONTAINER_TRAILER 743
78 DROP_CONTAINER_TRAILER 743
211 PICKUP_CONTAINER_TRAILER 581
358 DROP_CONTAINER 581
186 PICKUP_CONTAINER 704
136 DROP_CONTAINER_TRAILER 704
270 PICKUP_CONTAINER_TRAILER 925
304 PICKUP_CONTAINER 313
407 DROP_CONTAINER 925
320 DROP_CONTAINER_TRAILER 313
3 STOP
#
TRUCK 94
148 PICKUP_CONTAINER_TRAILER 872
371 DROP_CONTAINER 872
269 PICKUP_CONTAINER 815
431 DROP_CONTAINER_TRAILER 815
164 PICKUP_CONTAINER_TRAILER 181
169 PICKUP_CONTAINER 192
195 DROP_CONTAINER 192
52 DROP_CONTAINER_TRAILER 181
39 PICKUP_CONTAINER_TRAILER 572
80 PICKUP_CONTAINER 166
260 DROP_CONTAINER 166
385 DROP_CONTAINER_TRAILER 572
456 PICKUP_CONTAINER_TRAILER 503
481 DROP_CONTAINER_TRAILER 503
416 PICKUP_CONTAINER_TRAILER 617
210 DROP_CONTAINER_TRAILER 617
2 STOP
#
TRUCK 95
322 PICKUP_CONTAINER_TRAILER 368
385 DROP_CONTAINER_TRAILER 368
227 PICKUP_CONTAINER_TRAILER 204
283 PICKUP_CONTAINER 450
373 DROP_CONTAINER 204
450 DROP_CONTAINER_TRAILER 450
73 PICKUP_CONTAINER_TRAILER 404
474 DROP_CONTAINER 404
78 PICKUP_CONTAINER 193
173 PICKUP_CONTAINER 938
430 DROP_CONTAINER 193
326 DROP_CONTAINER_TRAILER 938
473 PICKUP_CONTAINER_TRAILER 700
200 DROP_CONTAINER 700
195 PICKUP_CONTAINER 151
112 DROP_CONTAINER_TRAILER 151
1 PICKUP_TRAILER
29 PICKUP_CONTAINER 513
488 DROP_CONTAINER_TRAILER 513
5 STOP
#
TRUCK 96
479 PICKUP_CONTAINER_TRAILER 530
353 PICKUP_CONTAINER 278
148 DROP_CONTAINER 530
229 DROP_CONTAINER_TRAILER 278
404 PICKUP_CONTAINER_TRAILER 549
136 PICKUP_CONTAINER 48
320 DROP_CONTAINER 549
42 DROP_CONTAINER 48
45 PICKUP_CONTAINER 484
328 DROP_CONTAINER_TRAILER 484
464 PICKUP_CONTAINER_TRAILER 558
218 DROP_CONTAINER_TRAILER 558
158 PICKUP_CONTAINER_TRAILER 903
344 DROP_CONTAINER 903
323 PICKUP_CONTAINER 455
56 DROP_CONTAINER_TRAILER 455
1 PICKUP_TRAILER
162 PICKUP_CONTAINER 30
102 DROP_CONTAINER_TRAILER 30
2 STOP
#
TRUCK 97
190 PICKUP_CONTAINER_TRAILER 811
192 DROP_CONTAINER_TRAILER 811
86 PICKUP_CONTAINER_TRAILER 116
432 DROP_CONTAINER 116
306 PICKUP_CONTAINER 594
82 DROP_CONTAINER 594
89 PICKUP_CONTAINER 387
235 DROP_CONTAINER 387
274 PICKUP_CONTAINER 734
456 DROP_CONTAINER_TRAILER 734
87 PICKUP_CONTAINER_TRAILER 489
292 DROP_CONTAINER_TRAILER 489
489 PICKUP_CONTAINER_TRAILER 748
338 PICKUP_CONTAINER 881
387 DROP_CONTAINER 748
398 DROP_CONTAINER_TRAILER 881
4 STOP
#
TRUCK 98
25 PICKUP_CONTAINER_TRAILER 261
113 DROP_CONTAINER_TRAILER 261
288 PICKUP_CONTAINER_TRAILER 114
340 DROP_CONTAINER 114
287 PICKUP_CONTAINER 209
35 DROP_CONTAINER 209
456 PICKUP_CONTAINER 945
26 DROP_CONTAINER_TRAILER 945
26 PICKUP_CONTAINER_TRAILER 466
330 PICKUP_CONTAINER 579
491 DROP_CONTAINER 466
216 DROP_CONTAINER 579
290 PICKUP_CONTAINER 77
426 DROP_CONTAINER_TRAILER 77
29 PICKUP_CONTAINER_TRAILER 180
152 DROP_CONTAINER_TRAILER 180
156 PICKUP_CONTAINER_TRAILER 934
220 DROP_CONTAINER 934
456 PICKUP_CONTAINER 380
40 DROP_CONTAINER_TRAILER 380
6 STOP
#
TRUCK 99
320 PICKUP_CONTAINER_TRAILER 535
427 DROP_CONTAINER 535
23 PICKUP_CONTAINER 134
80 DROP_CONTAINER_TRAILER 134
104 PICKUP_CONTAINER_TRAILER 452
49 PICKUP_CONTAINER 407
264 DROP_CONTAINER 452
399 DROP_CONTAINER 407
170 PICKUP_CONTAINER 348
50 DROP_CONTAINER 348
192 PICKUP_CONTAINER 3
76 DROP_CONTAINER_TRAILER 3
487 PICKUP_CONTAINER_TRAILER 898
410 DROP_CONTAINER 898
495 PICKUP_CONTAINER 210
250 DROP_CONTAINER_TRAILER 210
97 PICKUP_CONTAINER_TRAILER 634
44 PICKUP_CONTAINER 499
288 DROP_CONTAINER 499
128 DROP_CONTAINER_TRAILER 634
57 PICKUP_CONTAINER_TRAILER 284
298 PICKUP_CONTAINER 501
85 DROP_CONTAINER 284
156 DROP_CONTAINER_TRAILER 501
3 STOP
#
TRUCK 100
194 PICKUP_CONTAINER_TRAILER 701
481 DROP_CONTAINER_TRAILER 701
327 PICKUP_CONTAINER_TRAILER 310
406 DROP_CONTAINER_TRAILER 310
380 PICKUP_CONTAINER_TRAILER 793
290 DROP_CONTAINER_TRAILER 793
238 PICKUP_CONTAINER_TRAILER 577
288 DROP_CONTAINER_TRAILER 577
208 PICKUP_CONTAINER_TRAILER 433
493 PICKUP_CONTAINER 978
239 DROP_CONTAINER 978
466 DROP_CONTAINER_TRAILER 433
398 PICKUP_CONTAINER_TRAILER 396
128 DROP_CONTAINER_TRAILER 396
187 PICKUP_CONTAINER_TRAILER 303
77 PICKUP_CONTAINER 267
9 DROP_CONTAINER 303
262 DROP_CONTAINER_TRAILER 267
215 PICKUP_CONTAINER_TRAILER 294
40 PICKUP_CONTAINER 361
329 DROP_CONTAINER 294
264 DROP_CONTAINER_TRAILER 361
420 PICKUP_CONTAINER_TRAILER 555
383 DROP_CONTAINER_TRAILER 555
2 STOP
#
