Points 200
DISTANCES 40000
131 26 94
131 27 59
131 28 37
131 29 86
131 30 70
131 31 46
131 32 76
131 33 44
131 34 29
131 35 70
131 36 13
131 37 58
131 38 75
131 39 63
131 40 28
131 41 18
131 42 58
131 43 58
131 44 100
131 45 27
131 46 96
131 47 82
131 48 53
131 49 91
131 50 97
131 51 97
131 52 77
131 53 40
131 54 53
131 55 61
131 56 91
131 57 33
131 58 16
131 59 82
131 60 66
131 61 95
131 62 50
131 63 51
131 64 40
131 65 22
131 66 62
131 67 43
131 68 42
131 69 87
131 70 43
131 71 93
131 72 16
131 73 34
131 74 88
131 75 55
131 76 46
131 77 52
131 78 67
131 79 32
131 80 51
131 81 47
131 82 95
131 83 86
131 84 18
131 85 83
131 86 10
131 87 47
131 88 72
131 89 32
131 90 97
131 91 42
131 92 98
131 93 73
131 94 86
131 95 43
131 96 80
131 97 50
131 98 81
131 99 89
131 100 49
131 101 27
131 102 18
131 103 69
131 104 88
131 105 94
131 106 66
131 107 55
131 108 73
131 109 77
131 110 36
131 111 78
131 112 15
131 113 32
131 114 60
131 115 83
131 116 73
131 117 72
131 118 60
131 119 78
131 120 12
131 121 50
131 122 99
131 123 29
131 124 97
131 125 64
131 126 87
131 127 34
131 128 84
131 129 44
131 130 20
131 131 0
131 132 79
131 133 13
131 134 86
131 135 28
131 136 55
131 137 61
131 138 94
131 139 55
131 140 33
131 141 92
131 142 83
131 143 91
131 144 37
131 145 84
131 146 84
131 147 41
131 148 14
131 149 29
131 150 31
131 151 75
131 152 99
131 153 89
131 154 75
131 155 26
131 156 18
131 157 10
131 158 52
131 159 91
131 160 85
131 161 72
131 162 65
131 163 78
131 164 86
131 165 57
131 166 91
131 167 15
131 168 89
131 169 66
131 170 85
131 171 91
131 172 60
131 173 49
131 174 70
131 175 100
131 176 88
131 177 74
131 178 95
131 179 78
131 180 21
131 181 26
131 182 88
131 183 36
131 184 94
131 185 86
131 186 76
131 187 67
131 188 37
131 189 73
131 190 96
131 191 59
131 192 28
131 193 47
131 194 49
131 195 22
131 196 30
131 197 39
131 198 25
131 199 21
131 200 34
132 1 54
132 2 40
132 3 88
132 4 98
132 5 60
132 6 57
132 7 44
132 8 91
132 9 94
132 10 78
132 11 89
132 12 91
132 13 16
132 14 16
132 15 95
132 16 28
132 17 80
132 18 14
132 19 76
132 20 64
132 21 49
132 22 16
132 23 76
132 24 38
132 25 73
132 26 98
132 27 54
132 28 89
132 29 26
132 30 75
132 31 31
132 32 28
132 33 57
132 34 25
132 35 16
132 36 77
132 37 89
132 38 95
132 39 35
132 40 72
132 41 89
132 42 77
132 43 41
132 44 83
132 45 30
132 46 88
132 47 52
132 48 44
132 49 21
132 50 19
132 51 22
132 52 64
132 53 77
132 54 16
132 55 82
132 56 48
132 57 34
132 58 30
132 59 78
132 60 50
132 61 28
132 62 66
132 63 92
132 64 96
132 65 12
132 66 52
132 67 69
132 68 18
132 69 78
132 70 28
132 71 58
132 72 64
132 73 79
132 74 48
132 75 95
132 76 91
132 77 35
132 78 90
132 79 50
132 80 94
132 81 75
132 82 57
132 83 65
132 84 83
132 85 80
132 86 22
132 87 44
132 88 70
132 89 33
132 90 84
132 91 43
132 92 70
132 93 25
132 94 99
132 95 79
132 96 73
132 97 35
132 98 56
132 99 96
132 100 86
132 101 49
132 102 23
132 103 42
132 104 95
132 105 67
132 106 74
132 107 17
132 108 41
132 109 73
132 110 16
132 111 11
132 112 13
132 113 76
132 114 85
132 115 50
132 116 19
132 117 43
132 118 19
132 119 16
132 120 42
132 121 95
132 122 90
132 123 77
132 124 77
132 125 62
132 126 23
132 127 43
132 128 61
132 129 47
132 130 35
132 131 79
132 132 0
132 133 55
132 134 73
132 135 70
132 136 33
132 137 31
132 138 67
132 139 49
132 140 55
132 141 21
132 142 82
132 143 68
132 144 65
132 145 57
132 146 45
132 147 58
132 148 23
132 149 79
132 150 79
132 151 68
132 152 88
132 153 83
132 154 55
132 155 62
132 156 59
132 157 96
132 158 64
132 159 34
132 160 27
132 161 34
132 162 36
132 163 93
132 164 70
132 165 83
132 166 28
132 167 53
132 168 32
132 169 82
132 170 11
132 171 14
132 172 78
132 173 88
132 174 54
132 175 64
132 176 64
132 177 69
132 178 34
132 179 50
132 180 97
132 181 41
132 182 30
132 183 61
132 184 31
132 185 72
132 186 10
132 187 41
132 188 100
132 189 15
132 190 71
132 191 88
132 192 96
132 193 65
132 194 53
132 195 27
132 196 72
132 197 70
132 198 27
132 199 15
132 200 72
133 1 34
133 2 54
133 3 50
133 4 71
133 5 29
133 6 47
133 7 83
133 8 22
133 9 38
133 10 46
133 11 46
133 12 83
133 13 11
133 14 32
133 15 86
133 16 100
133 17 82
133 18 12
133 19 10
133 20 92
133 21 62
133 22 28
133 23 70
133 24 40
133 25 13
133 26 100
133 27 77
133 28 11
133 29 20
133 30 37
133 31 78
133 32 10
133 33 69
133 34 44
133 35 50
133 36 14
133 37 80
133 38 60
133 39 62
133 40 11
133 41 51
133 42 58
133 43 35
133 44 79
133 45 40
133 46 36
133 47 53
133 48 26
133 49 23
133 50 82
133 51 89
133 52 10
133 53 79
133 54 92
133 55 95
133 56 75
133 57 93
133 58 93
133 59 75
133 60 27
133 61 60
133 62 96
133 63 63
133 64 96
133 65 53
133 66 65
133 67 17
133 68 75
133 69 82
133 70 23
133 71 40
133 72 82
133 73 97
133 74 94
133 75 55
133 76 96
133 77 16
133 78 53
133 79 51
133 80 52
133 81 77
133 82 92
133 83 61
133 84 30
133 85 63
133 86 42
133 87 85
133 88 29
133 89 42
133 90 40
133 91 39
133 92 64
133 93 80
133 94 63
133 95 13
133 96 45
133 97 49
133 98 88
133 99 72
133 100 79
133 101 30
133 102 95
133 103 57
133 104 52
133 105 54
133 106 59
133 107 72
133 108 80
133 109 20
133 110 11
133 111 26
133 112 77
133 113 87
133 114 85
133 115 71
133 116 53
133 117 43
133 118 82
133 119 82
133 120 52
133 121 81
133 122 26
133 123 47
133 124 68
133 125 14
133 126 34
133 127 21
133 128 82
133 129 38
133 130 100
133 131 13
133 132 55
133 133 0
133 134 81
133 135 56
133 136 73
133 137 91
133 138 94
133 139 43
133 140 66
133 141 70
133 142 92
133 143 27
133 144 100
133 145 58
133 146 71
133 147 46
133 148 92
133 149 96
133 150 63
133 151 51
133 152 23
133 153 88
133 154 24
133 155 86
133 156 28
133 157 49
133 158 29
133 159 93
133 160 100
133 161 45
133 162 61
133 163 98
133 164 66
133 165 16
133 166 88
133 167 22
133 168 10
133 169 77
133 170 73
133 171 43
133 172 50
133 173 60
133 174 68
133 175 50
133 176 45
133 177 10
133 178 76
133 179 12
133 180 81
133 181 62
133 182 69
133 183 72
133 184 82
133 185 14
133 186 65
133 187 62
133 188 51
133 189 99
133 190 77
133 191 92
133 192 31
133 193 82
133 194 35
133 195 24
133 196 95
133 197 85
133 198 28
133 199 53
133 200 98
134 1 76
134 2 89
134 3 52
134 4 83
134 5 94
134 6 34
134 7 90
134 8 54
134 9 12
134 10 31
134 11 100
134 12 43
134 13 16
134 14 17
134 15 43
134 16 90
134 17 10
134 18 71
134 19 25
134 20 60
134 21 39
134 22 80
134 23 21
134 24 22
134 25 57
134 26 95
134 27 64
134 28 65
134 29 66
134 30 79
134 31 15
134 32 11
134 33 10
134 34 18
134 35 98
134 36 88
134 37 27
134 38 56
134 39 91
134 40 28
134 41 63
134 42 72
134 43 76
134 44 75
134 45 62
134 46 36
134 47 97
134 48 32
134 49 84
134 50 43
134 51 57
134 52 52
134 53 69
134 54 56
134 55 63
134 56 82
134 57 63
134 58 23
134 59 75
134 60 15
134 61 31
134 62 44
134 63 40
134 64 70
134 65 85
134 66 85
134 67 47
134 68 16
134 69 89
134 70 68
134 71 82
134 72 42
134 73 17
134 74 75
134 75 22
134 76 82
134 77 65
134 78 18
134 79 40
134 80 20
134 81 86
134 82 86
134 83 10
134 84 57
134 85 55
134 86 57
134 87 80
134 88 69
134 89 26
134 90 74
134 91 41
134 92 43
134 93 89
134 94 45
134 95 40
134 96 95
134 97 17
134 98 83
134 99 51
134 100 39
134 101 40
134 102 87
134 103 98
134 104 59
134 105 51
134 106 54
134 107 57
134 108 87
134 109 45
134 110 27
134 111 97
134 112 78
134 113 25
134 114 26
134 115 85
134 116 10
134 117 27
134 118 15
134 119 88
134 120 65
134 121 34
134 122 55
134 123 38
134 124 89
134 125 92
134 126 26
134 127 46
134 128 60
134 129 69
134 130 64
134 131 86
134 132 73
134 133 81
134 134 0
134 135 13
134 136 79
134 137 54
134 138 77
134 139 27
134 140 25
134 141 73
134 142 47
134 143 63
134 144 72
134 145 15
134 146 37
134 147 14
134 148 94
134 149 16
134 150 14
134 151 58
134 152 70
134 153 68
134 154 71
134 155 22
134 156 11
134 157 50
134 158 96
134 159 24
134 160 42
134 161 34
134 162 46
134 163 57
134 164 35
134 165 22
134 166 93
134 167 95
134 168 49
134 169 45
134 170 86
134 171 22
134 172 89
134 173 58
134 174 21
134 175 81
134 176 49
134 177 16
134 178 28
134 179 76
134 180 42
134 181 41
134 182 72
134 183 33
134 184 56
134 185 98
134 186 47
134 187 39
134 188 80
134 189 43
134 190 97
134 191 22
134 192 82
134 193 76
134 194 32
134 195 39
134 196 36
134 197 23
134 198 23
134 199 68
134 200 41
135 1 88
135 2 59
135 3 85
135 4 42
135 5 56
135 6 64
135 7 20
135 8 41
135 9 27
135 10 50
135 11 53
135 12 83
135 13 65
135 14 55
135 15 58
135 16 64
135 17 80
135 18 31
135 19 59
135 20 43
135 21 68
135 22 69
135 23 49
135 24 25
135 25 87
135 26 11
135 27 65
135 28 51
135 29 86
135 30 80
135 31 60
135 32 56
135 33 76
135 34 32
135 35 39
135 36 69
135 37 25
135 38 46
135 39 40
135 40 13
135 41 41
135 42 34
135 43 51
135 44 16
135 45 63
135 46 61
135 47 33
135 48 21
135 49 33
135 50 47
135 51 47
135 52 67
135 53 26
135 54 82
135 55 85
135 56 19
135 57 19
135 58 93
135 59 90
135 60 64
135 61 18
135 62 34
135 63 23
135 64 50
135 65 88
135 66 36
135 67 51
135 68 82
135 69 29
135 70 38
135 71 69
135 72 92
135 73 49
135 74 87
135 75 72
135 76 77
135 77 76
135 78 65
135 79 30
135 80 97
135 81 50
135 82 16
135 83 72
135 84 97
135 85 95
135 86 79
135 87 59
135 88 63
135 89 66
135 90 30
135 91 38
135 92 91
135 93 85
135 94 49
135 95 44
135 96 33
135 97 82
135 98 80
135 99 36
135 100 82
135 101 62
135 102 82
135 103 14
135 104 75
135 105 54
135 106 21
135 107 21
135 108 12
135 109 71
135 110 20
135 111 38
135 112 21
135 113 30
135 114 50
135 115 97
135 116 34
135 117 63
135 118 89
135 119 69
135 120 93
135 121 18
135 122 74
135 123 38
135 124 35
135 125 13
135 126 83
135 127 75
135 128 62
135 129 81
135 130 16
135 131 28
135 132 70
135 133 56
135 134 13
135 135 0
135 136 56
135 137 49
135 138 17
135 139 38
135 140 54
135 141 94
135 142 97
135 143 40
135 144 68
135 145 100
135 146 63
135 147 53
135 148 49
135 149 14
135 150 39
135 151 45
135 152 18
135 153 49
135 154 40
135 155 89
135 156 37
135 157 95
135 158 62
135 159 41
135 160 16
135 161 44
135 162 95
135 163 17
135 164 55
135 165 18
135 166 37
135 167 11
135 168 81
135 169 26
135 170 52
135 171 85
135 172 23
135 173 77
135 174 18
135 175 51
135 176 41
135 177 87
135 178 83
135 179 70
135 180 90
135 181 54
135 182 47
135 183 35
135 184 95
135 185 45
135 186 92
135 187 16
135 188 77
135 189 70
135 190 73
135 191 72
135 192 64
135 193 20
135 194 53
135 195 35
135 196 79
135 197 86
135 198 80
135 199 33
135 200 73
136 1 66
136 2 74
136 3 75
136 4 85
136 5 69
136 6 10
136 7 63
136 8 53
136 9 15
136 10 75
136 11 65
136 12 88
136 13 82
136 14 97
136 15 85
136 16 99
136 17 24
136 18 98
136 19 19
136 20 88
136 21 10
136 22 52
136 23 69
136 24 76
136 25 33
136 26 37
136 27 45
136 28 66
136 29 41
136 30 58
136 31 35
136 32 54
136 33 27
136 34 43
136 35 71
136 36 58
136 37 25
136 38 89
136 39 72
136 40 10
136 41 94
136 42 12
136 43 63
136 44 31
136 45 64
136 46 26
136 47 27
136 48 84
136 49 17
136 50 61
136 51 56
136 52 50
136 53 10
136 54 17
136 55 99
136 56 46
136 57 69
136 58 14
136 59 73
136 60 85
136 61 47
136 62 22
136 63 24
136 64 74
136 65 15
136 66 78
136 67 11
136 68 61
136 69 27
136 70 83
136 71 89
136 72 37
136 73 58
136 74 24
136 75 80
136 76 50
136 77 89
136 78 93
136 79 57
136 80 90
136 81 64
136 82 91
136 83 22
136 84 78
136 85 93
136 86 44
136 87 14
136 88 52
136 89 17
136 90 82
136 91 98
136 92 37
136 93 79
136 94 66
136 95 32
136 96 28
136 97 73
136 98 38
136 99 77
136 100 28
136 101 79
136 102 13
136 103 82
136 104 74
136 105 81
136 106 17
136 107 95
136 108 29
136 109 55
136 110 50
136 111 97
136 112 27
136 113 21
136 114 30
136 115 73
136 116 34
136 117 77
136 118 28
136 119 32
136 120 60
136 121 95
136 122 32
136 123 74
136 124 48
136 125 59
136 126 98
136 127 77
136 128 68
136 129 22
136 130 46
136 131 55
136 132 33
136 133 73
136 134 79
136 135 56
136 136 0
136 137 14
136 138 43
136 139 93
136 140 96
136 141 71
136 142 54
136 143 66
136 144 40
136 145 91
136 146 73
136 147 76
136 148 80
136 149 35
136 150 76
136 151 18
136 152 25
136 153 79
136 154 58
136 155 59
136 156 88
136 157 74
136 158 24
136 159 69
136 160 36
136 161 68
136 162 97
136 163 65
136 164 34
136 165 73
136 166 18
136 167 30
136 168 71
136 169 91
136 170 93
136 171 47
136 172 95
136 173 63
136 174 67
136 175 57
136 176 70
136 177 37
136 178 41
136 179 84
136 180 87
136 181 80
136 182 63
136 183 14
136 184 17
136 185 88
136 186 64
136 187 53
136 188 12
136 189 38
136 190 42
136 191 98
136 192 86
136 193 87
136 194 35
136 195 60
136 196 53
136 197 90
136 198 82
136 199 65
136 200 95
137 1 44
137 2 15
137 3 53
137 4 53
137 5 44
137 6 63
137 7 17
137 8 19
137 9 52
137 10 36
137 11 65
137 12 52
137 13 17
137 14 63
137 15 78
137 16 61
137 17 47
137 18 64
137 19 82
137 20 22
137 21 10
137 22 60
137 23 39
137 24 97
137 25 37
137 26 74
137 27 76
137 28 63
137 29 46
137 30 38
137 31 75
137 32 35
137 33 78
137 34 86
137 35 47
137 36 42
137 37 31
137 38 97
137 39 26
137 40 61
137 41 19
137 42 76
137 43 35
137 44 91
137 45 54
137 46 59
137 47 79
137 48 40
137 49 91
137 50 74
137 51 66
137 52 12
137 53 71
137 54 11
137 55 94
137 56 69
137 57 94
137 58 12
137 59 86
137 60 53
137 61 42
137 62 84
137 63 39
137 64 42
137 65 39
137 66 46
137 67 58
137 68 45
137 69 62
137 70 61
137 71 99
137 72 87
137 73 71
137 74 16
137 75 91
137 76 14
137 77 30
137 78 30
137 79 43
137 80 65
137 81 26
137 82 33
137 83 71
137 84 54
137 85 12
137 86 64
137 87 64
137 88 67
137 89 14
137 90 46
137 91 77
137 92 62
137 93 38
137 94 31
137 95 81
137 96 50
137 97 73
137 98 31
137 99 38
137 100 51
137 101 16
137 102 95
137 103 29
137 104 86
137 105 38
137 106 27
137 107 37
137 108 44
137 109 74
137 110 33
137 111 56
137 112 80
137 113 100
137 114 18
137 115 26
137 116 26
137 117 62
137 118 54
137 119 47
137 120 51
137 121 80
137 122 20
137 123 11
137 124 26
137 125 96
137 126 52
137 127 40
137 128 82
137 129 52
137 130 14
137 131 61
137 132 31
137 133 91
137 134 54
137 135 49
137 136 14
137 137 0
137 138 59
137 139 50
137 140 42
137 141 31
137 142 10
137 143 83
137 144 89
137 145 89
137 146 81
137 147 55
137 148 35
137 149 19
137 150 67
137 151 77
137 152 31
137 153 19
137 154 39
137 155 40
137 156 39
137 157 95
137 158 11
137 159 56
137 160 25
137 161 19
137 162 23
137 163 72
137 164 39
137 165 54
137 166 76
137 167 92
137 168 57
137 169 86
137 170 60
137 171 39
137 172 34
137 173 96
137 174 28
137 175 71
137 176 62
137 177 56
137 178 54
137 179 57
137 180 79
137 181 93
137 182 32
137 183 75
137 184 36
137 185 15
137 186 100
137 187 37
137 188 50
137 189 50
137 190 38
137 191 24
137 192 82
137 193 65
137 194 62
137 195 28
137 196 44
137 197 61
137 198 91
137 199 43
137 200 44
138 1 54
138 2 100
138 3 77
138 4 40
138 5 57
138 6 15
138 7 32
138 8 43
138 9 21
138 10 26
138 11 28
138 12 76
138 13 78
138 14 84
138 15 71
138 16 23
138 17 42
138 18 13
138 19 40
138 20 66
138 21 65
138 22 57
138 23 18
138 24 62
138 25 84
138 26 79
138 27 80
138 28 21
138 29 86
138 30 79
138 31 75
138 32 74
138 33 29
138 34 84
138 35 78
138 36 93
138 37 33
138 38 59
138 39 21
138 40 56
138 41 99
138 42 84
138 43 39
138 44 44
138 45 79
138 46 23
138 47 18
138 48 76
138 49 38
138 50 44
138 51 73
138 52 16
138 53 92
138 54 84
138 55 11
138 56 37
138 57 10
138 58 63
138 59 73
138 60 70
138 61 20
138 62 22
138 63 10
138 64 92
138 65 35
138 66 89
138 67 30
138 68 20
138 69 15
138 70 64
138 71 18
138 72 44
138 73 87
138 74 79
138 75 48
138 76 61
138 77 38
138 78 52
138 79 73
138 80 99
138 81 37
138 82 14
138 83 16
138 84 21
138 85 50
138 86 10
138 87 25
138 88 81
138 89 95
138 90 81
138 91 11
138 92 42
138 93 33
138 94 75
138 95 38
138 96 65
138 97 97
138 98 78
138 99 57
138 100 39
138 101 29
138 102 74
138 103 92
138 104 47
138 105 19
138 106 32
138 107 49
138 108 52
138 109 72
138 110 47
138 111 74
138 112 22
138 113 20
138 114 28
138 115 46
138 116 86
138 117 79
138 118 27
138 119 38
138 120 88
138 121 66
138 122 89
138 123 75
138 124 81
138 125 85
138 126 46
138 127 89
138 128 19
138 129 31
138 130 93
138 131 94
138 132 67
138 133 94
138 134 77
138 135 17
138 136 43
138 137 59
138 138 0
138 139 88
138 140 22
138 141 80
138 142 15
138 143 77
138 144 71
138 145 79
138 146 75
138 147 23
138 148 99
138 149 39
138 150 15
138 151 40
138 152 93
138 153 41
138 154 38
138 155 70
138 156 24
138 157 17
138 158 76
138 159 78
138 160 50
138 161 43
138 162 72
138 163 92
138 164 55
138 165 93
138 166 60
138 167 21
138 168 64
138 169 98
138 170 47
138 171 40
138 172 99
138 173 17
138 174 100
138 175 82
138 176 85
138 177 94
138 178 74
138 179 66
138 180 31
138 181 69
138 182 86
138 183 38
138 184 97
138 185 72
138 186 61
138 187 68
138 188 10
138 189 74
138 190 14
138 191 84
138 192 59
138 193 14
138 194 46
138 195 14
138 196 10
138 197 13
138 198 91
138 199 45
138 200 80
139 1 15
139 2 57
139 3 16
139 4 16
139 5 31
139 6 19
139 7 96
139 8 57
139 9 24
139 10 37
139 11 76
139 12 35
139 13 83
139 14 53
139 15 57
139 16 86
139 17 34
139 18 91
139 19 60
139 20 85
139 21 71
139 22 51
139 23 83
139 24 99
139 25 15
139 26 56
139 27 20
139 28 74
139 29 66
139 30 20
139 31 73
139 32 69
139 33 62
139 34 83
139 35 67
139 36 31
139 37 64
139 38 84
139 39 44
139 40 21
139 41 40
139 42 87
139 43 71
139 44 24
139 45 16
139 46 68
139 47 100
139 48 10
139 49 50
139 50 72
139 51 73
139 52 75
139 53 69
139 54 59
139 55 31
139 56 70
139 57 84
139 58 41
139 59 69
139 60 42
139 61 60
139 62 78
139 63 47
139 64 86
139 65 35
139 66 58
139 67 68
139 68 73
139 69 34
139 70 82
139 71 91
139 72 55
139 73 46
139 74 48
139 75 81
139 76 47
139 77 58
139 78 70
139 79 36
139 80 12
139 81 26
139 82 12
139 83 46
139 84 60
139 85 34
139 86 73
139 87 57
139 88 59
139 89 85
139 90 93
139 91 46
139 92 52
139 93 70
139 94 26
139 95 47
139 96 69
139 97 36
139 98 44
139 99 61
139 100 21
139 101 81
139 102 98
139 103 21
139 104 78
139 105 61
139 106 75
139 107 99
139 108 33
139 109 92
139 110 97
139 111 42
139 112 26
139 113 86
139 114 41
139 115 88
139 116 51
139 117 66
139 118 78
139 119 79
139 120 53
139 121 12
139 122 27
139 123 34
139 124 30
139 125 73
139 126 16
139 127 66
139 128 96
139 129 64
139 130 81
139 131 55
139 132 49
139 133 43
139 134 27
139 135 38
139 136 93
139 137 50
139 138 88
139 139 0
139 140 34
139 141 82
139 142 89
139 143 32
139 144 10
139 145 87
139 146 62
139 147 36
139 148 45
139 149 13
139 150 59
139 151 38
139 152 90
139 153 18
139 154 40
139 155 69
139 156 60
139 157 56
139 158 41
139 159 31
139 160 87
139 161 80
139 162 86
139 163 26
139 164 66
139 165 96
139 166 28
139 167 95
139 168 67
139 169 78
139 170 77
139 171 67
139 172 30
139 173 28
139 174 15
139 175 56
139 176 51
139 177 30
139 178 62
139 179 28
139 180 19
139 181 77
139 182 100
139 183 73
139 184 34
139 185 93
139 186 36
139 187 90
139 188 12
139 189 59
139 190 39
139 191 90
139 192 78
139 193 93
139 194 18
139 195 69
139 196 29
139 197 14
139 198 18
139 199 29
139 200 37
140 1 15
140 2 45
140 3 91
140 4 83
140 5 43
140 6 92
140 7 16
140 8 86
140 9 68
140 10 70
140 11 39
140 12 69
140 13 26
140 14 46
140 15 69
140 16 96
140 17 96
140 18 23
140 19 36
140 20 55
140 21 21
140 22 13
140 23 66
140 24 14
140 25 90
140 26 47
140 27 96
140 28 70
140 29 84
140 30 89
140 31 67
140 32 94
140 33 58
140 34 59
140 35 49
140 36 32
140 37 56
140 38 29
140 39 74
140 40 38
140 41 83
140 42 98
140 43 23
140 44 32
140 45 23
140 46 35
140 47 34
140 48 21
140 49 43
140 50 98
140 51 86
140 52 62
140 53 41
140 54 38
140 55 57
140 56 24
140 57 61
140 58 99
140 59 30
140 60 44
140 61 28
140 62 10
140 63 70
140 64 13
140 65 62
140 66 13
140 67 96
140 68 15
140 69 91
140 70 11
140 71 88
140 72 40
140 73 82
140 74 54
140 75 85
140 76 15
140 77 13
140 78 81
140 79 21
140 80 10
140 81 96
140 82 45
140 83 21
140 84 87
140 85 89
140 86 99
140 87 100
140 88 37
140 89 59
140 90 31
140 91 11
140 92 56
140 93 49
140 94 61
140 95 31
140 96 68
140 97 28
140 98 64
140 99 12
140 100 15
140 101 80
140 102 62
140 103 61
140 104 33
140 105 72
140 106 23
140 107 65
140 108 55
140 109 45
140 110 56
140 111 57
140 112 75
140 113 22
140 114 96
140 115 70
140 116 57
140 117 42
140 118 96
140 119 25
140 120 62
140 121 32
140 122 54
140 123 26
140 124 90
140 125 99
140 126 56
140 127 80
140 128 44
140 129 35
140 130 53
140 131 33
140 132 55
140 133 66
140 134 25
140 135 54
140 136 96
140 137 42
140 138 22
140 139 34
140 140 0
140 141 98
140 142 91
140 143 99
140 144 79
140 145 99
140 146 14
140 147 35
140 148 67
140 149 10
140 150 12
140 151 80
140 152 49
140 153 65
140 154 91
140 155 66
140 156 69
140 157 40
140 158 20
140 159 46
140 160 97
140 161 78
140 162 73
140 163 92
140 164 69
140 165 22
140 166 95
140 167 30
140 168 91
140 169 33
140 170 42
140 171 44
140 172 23
140 173 97
140 174 60
140 175 64
140 176 70
140 177 92
140 178 56
140 179 77
140 180 37
140 181 88
140 182 85
140 183 64
140 184 85
140 185 73
140 186 40
140 187 64
140 188 44
140 189 14
140 190 14
140 191 20
140 192 16
140 193 43
140 194 23
140 195 69
140 196 85
140 197 60
140 198 18
140 199 57
140 200 35
141 1 31
141 2 16
141 3 27
141 4 68
141 5 82
141 6 23
141 7 56
141 8 96
141 9 88
141 10 59
141 11 95
141 12 45
141 13 43
141 14 48
141 15 72
141 16 88
141 17 16
141 18 19
141 19 44
141 20 31
141 21 20
141 22 53
141 23 93
141 24 57
141 25 76
141 26 96
141 27 63
141 28 46
141 29 70
141 30 67
141 31 29
141 32 25
141 33 50
141 34 65
141 35 93
141 36 85
141 37 27
141 38 30
141 39 84
141 40 45
141 41 56
141 42 39
141 43 99
141 44 44
141 45 38
141 46 44
141 47 43
141 48 89
141 49 44
141 50 64
141 51 76
141 52 15
141 53 88
141 54 65
141 55 37
141 56 71
141 57 47
141 58 11
141 59 90
141 60 75
141 61 71
141 62 48
141 63 19
141 64 17
141 65 80
141 66 80
141 67 58
141 68 84
141 69 28
141 70 59
141 71 66
141 72 22
141 73 82
141 74 56
141 75 24
141 76 36
141 77 27
141 78 69
141 79 41
141 80 50
141 81 97
141 82 32
141 83 48
141 84 60
141 85 54
141 86 62
141 87 95
141 88 59
141 89 46
141 90 22
141 91 78
141 92 97
141 93 64
141 94 54
141 95 28
141 96 26
141 97 54
141 98 69
141 99 60
141 100 25
141 101 47
141 102 13
141 103 97
141 104 64
141 105 58
141 106 72
141 107 29
141 108 41
141 109 37
141 110 38
141 111 97
141 112 16
141 113 60
141 114 78
141 115 74
141 116 92
141 117 10
141 118 48
141 119 21
141 120 41
141 121 48
141 122 63
141 123 12
141 124 70
141 125 94
141 126 39
141 127 41
141 128 75
141 129 33
141 130 90
141 131 92
141 132 21
141 133 70
141 134 73
141 135 94
141 136 71
141 137 31
141 138 80
141 139 82
141 140 98
141 141 0
141 142 88
141 143 19
141 144 31
141 145 45
141 146 10
141 147 37
141 148 12
141 149 12
141 150 31
141 151 90
141 152 77
141 153 71
141 154 53
141 155 94
141 156 11
141 157 89
141 158 57
141 159 76
141 160 64
141 161 61
141 162 47
141 163 52
141 164 69
141 165 32
141 166 28
141 167 97
141 168 86
141 169 10
141 170 94
141 171 68
141 172 71
141 173 87
141 174 30
141 175 78
141 176 61
141 177 42
141 178 95
141 179 16
141 180 11
141 181 62
141 182 73
141 183 64
141 184 85
141 185 28
141 186 24
141 187 30
141 188 80
141 189 48
141 190 98
141 191 34
141 192 93
141 193 22
141 194 100
141 195 12
141 196 47
141 197 58
141 198 51
141 199 63
141 200 16
142 1 49
142 2 47
142 3 56
142 4 51
142 5 51
142 6 42
142 7 84
142 8 53
142 9 48
142 10 96
142 11 21
142 12 71
142 13 16
142 14 24
142 15 94
142 16 64
142 17 68
142 18 66
142 19 78
142 20 75
142 21 100
142 22 27
142 23 39
142 24 28
142 25 37
142 26 12
142 27 61
142 28 84
142 29 61
142 30 36
142 31 28
142 32 53
142 33 34
142 34 65
142 35 62
142 36 62
142 37 77
142 38 21
142 39 22
142 40 92
142 41 82
142 42 87
142 43 19
142 44 12
142 45 20
142 46 32
142 47 56
142 48 23
142 49 27
142 50 13
142 51 70
142 52 94
142 53 51
142 54 41
142 55 54
142 56 76
142 57 45
142 58 45
142 59 73
142 60 48
142 61 92
142 62 53
142 63 87
142 64 61
142 65 32
142 66 27
142 67 94
142 68 44
142 69 29
142 70 66
142 71 77
142 72 33
142 73 39
142 74 35
142 75 58
142 76 42
142 77 70
142 78 32
142 79 40
142 80 100
142 81 83
142 82 54
142 83 22
142 84 15
142 85 97
142 86 28
142 87 71
142 88 43
142 89 80
142 90 21
142 91 47
142 92 18
142 93 27
142 94 69
142 95 95
142 96 48
142 97 68
142 98 32
142 99 65
142 100 61
142 101 98
142 102 98
142 103 92
142 104 48
142 105 55
142 106 27
142 107 99
142 108 82
142 109 46
142 110 17
142 111 52
142 112 37
142 113 97
142 114 38
142 115 13
142 116 11
142 117 28
142 118 17
142 119 49
142 120 11
142 121 74
142 122 29
142 123 100
142 124 26
142 125 72
142 126 80
142 127 58
142 128 37
142 129 69
142 130 34
142 131 83
142 132 82
142 133 92
142 134 47
142 135 97
142 136 54
142 137 10
142 138 15
142 139 89
142 140 91
142 141 88
142 142 0
142 143 23
142 144 97
142 145 72
142 146 54
142 147 32
142 148 15
142 149 71
142 150 100
142 151 65
142 152 29
142 153 22
142 154 41
142 155 69
